id,weight,region,type,tenure,income,hardships,gender,move_date,pretenure,forced_move,move_to_buy
11854,741.934,Vancouver,03,rented,175000,neither,male,5-10,rent,no,no
11857,305.994,Other CMA,06,rented,25000,neither,female,10+,rent,no,no
11864,246.348,Vancouver,05,owned,55000,neither,female,5-10,own,no,yes
11877,86.342,Non CMA,05,owned,150000,very easy,male,4-5,own,no,no
11878,344.859,Vancouver,05,owned,20000,neither,male,10+,rent,no,yes
11883,270.619,Vancouver,06,rented,70000,easy,female,10+,rent,no,no
11887,102.603,Non CMA,01,owned,120000,easy,female,10+,own,no,no
11901,611.107,Non CMA,01,owned,210000,easy,male,3-4,rent-free,no,yes
11921,445.761,Vancouver,04,owned,115000,easy,male,10+,rent,no,yes
11933,115.439,Non CMA,01,owned,62500,easy,female,10+,own,no,no
11938,21.313,Other CMA,03,rented,115000,neither,male,5-10,rent,no,no
11940,182.708,Other CMA,01,owned,120000,easy,female,10+,own,no,no
11946,10.12,Non CMA,01,owned,140000,neither,male,10+,own,no,no
11949,24.819,Non CMA,04,owned,22000,neither,male,10+,rent-free,no,no
11950,80.444,Non CMA,06,rented,13000,difficult,male,1-2,rent,no,no
11964,325.767,Other CMA,06,owned,30000,difficult,female,5-10,own,no,no
11969,625.798,Non CMA,01,owned,87500,easy,male,5-10,own,no,no
11972,768.295,Vancouver,01,owned,230000,very easy,male,<1,own,no,no
11974,616.72,Vancouver,04,owned,60000,neither,male,10+,own,no,no
11977,747.065,Vancouver,03,rented,110000,difficult,male,10+,rent,yes,no
11996,103.227,Other CMA,06,rented,77500,neither,male,1-2,rent,no,no
12021,10,Non CMA,01,owned,55000,neither,female,3-4,own,no,no
12052,456.346,Other CMA,01,rented,34000,difficult,male,4-5,rent,yes,no
12055,461.302,Non CMA,02,owned,125000,difficult,female,5-10,own,no,no
12066,75.861,Other CMA,01,rented,115000,easy,female,5-10,rent-free,no,no
12073,1108.966,Vancouver,04,owned,15000,neither,female,10+,own,no,no
12078,296.54,Other CMA,01,owned,250000,difficult,male,5-10,rent,no,yes
12088,35.77,Other CMA,05,rented,20000,neither,male,5-10,rent,no,no
12096,342.072,Other CMA,03,owned,105000,difficult,male,3-4,rent,no,yes
12113,149.339,Other CMA,01,owned,150000,very easy,male,<1,own,no,no
12126,722.169,Vancouver,01,owned,110000,neither,male,10+,rent,no,no
12147,129.939,Other CMA,06,rented,43000,easy,female,<1,rent,no,no
12160,121.548,Other CMA,06,rented,42000,neither,male,<1,rent,no,no
12185,1485.208,Vancouver,05,rented,110000,neither,male,3-4,rent,yes,no
12208,212.641,Other CMA,06,rented,57500,difficult,female,5-10,rent,no,no
12217,113.792,Other CMA,04,owned,39000,neither,female,10+,own,no,no
12225,37.976,Other CMA,06,rented,55000,easy,male,4-5,rent,no,no
12249,431.241,Vancouver,01,owned,250000,very difficult,male,10+,own,no,no
12253,204.367,Other CMA,03,owned,49000,neither,male,10+,own,no,no
12274,248.975,Vancouver,03,rented,70000,neither,female,5-10,own,no,no
12286,336.136,Vancouver,06,owned,130000,very difficult,female,5-10,rent,no,no
12288,208.098,Vancouver,06,owned,160000,very easy,female,1-2,rent,no,yes
12293,336.975,Vancouver,06,owned,24000,difficult,female,10+,rent,no,yes
12297,228.05,Vancouver,01,owned,175000,easy,female,5-10,rent,no,yes
12301,582.446,Non CMA,03,owned,42000,neither,male,4-5,own,no,no
12318,1057.101,Vancouver,01,owned,40000,very easy,female,4-5,own,no,no
12322,11.545,Non CMA,06,rented,20500,easy,male,4-5,own,no,no
12326,12.97,Non CMA,01,rented,27000,neither,male,1-2,rent,no,no
12334,275.301,Vancouver,05,rented,32000,neither,male,3-4,rent,yes,no
12341,327.473,Non CMA,01,owned,115000,neither,female,10+,own,no,no
12345,175.076,Non CMA,06,rented,20000,difficult,male,2-3,rent,no,no
12363,241.268,Vancouver,05,rented,130000,very easy,female,2-3,own,no,no
12379,12.317,Non CMA,06,rented,20500,difficult,female,4-5,own,no,no
12418,158.342,Non CMA,06,rented,52500,easy,male,5-10,rent,no,no
12421,11.559,Non CMA,01,owned,50000,neither,male,3-4,own,no,no
12428,842.843,Vancouver,01,owned,26000,easy,female,10+,own,no,no
12429,48.834,Non CMA,06,owned,57500,easy,female,5-10,own,no,no
12452,720.961,Vancouver,06,owned,200000,very easy,male,10+,own,no,no
12455,75.628,Other CMA,06,rented,49000,very easy,female,2-3,rent,no,no
12458,358.07,Other CMA,06,owned,100000,very easy,male,5-10,rent,no,yes
12471,161.966,Vancouver,05,rented,19500,easy,male,4-5,own,no,no
12472,58.083,Other CMA,06,rented,60000,neither,female,10+,rent-free,no,no
12481,316.073,Non CMA,01,owned,150000,easy,female,10+,rent,no,yes
12492,129.512,Vancouver,06,rented,72500,very easy,male,10+,rent,no,yes
12499,60.441,Other CMA,06,rented,50000,easy,male,5-10,own,no,no
12507,842.579,Vancouver,05,owned,105000,difficult,male,10+,own,no,no
12513,229.537,Vancouver,06,owned,230000,neither,female,<1,own,no,no
12520,27.011,Non CMA,01,owned,90000,difficult,female,1-2,own,no,no
12524,109.462,Other CMA,06,rented,97500,neither,male,4-5,rent,no,no
12527,147.474,Other CMA,01,owned,165000,very easy,female,10+,rent,no,no
12538,679.045,Vancouver,01,owned,52500,very easy,female,10+,own,no,no
12553,143.757,Other CMA,01,owned,170000,neither,male,10+,own,no,no
12577,357.29,Non CMA,01,owned,100000,easy,male,10+,own,no,no
12591,271.063,Vancouver,06,rented,105000,difficult,female,5-10,rent,no,no
12595,269.371,Other CMA,01,owned,72500,neither,male,10+,own,no,no
12601,273.505,Vancouver,05,owned,95000,easy,female,10+,rent,no,yes
12603,479.553,Non CMA,01,owned,145000,neither,male,10+,own,no,no
12604,910.486,Vancouver,04,owned,250000,very difficult,female,10+,rent,no,yes
12622,124.956,Vancouver,03,rented,33000,neither,female,5-10,rent,no,no
12626,107.42,Other CMA,01,rented,70000,difficult,female,1-2,rent,no,no
12635,254.595,Non CMA,01,owned,180000,easy,female,10+,own,no,no
12636,423.765,Other CMA,03,rented,92500,difficult,female,5-10,own,no,no
12678,837.431,Non CMA,02,owned,30000,easy,female,10+,own,no,no
12684,184.854,Other CMA,06,rented,12500,easy,male,5-10,own,yes,no
12697,42.896,Non CMA,01,rented,100000,neither,female,5-10,rent,no,no
12765,43.75,Other CMA,01,rented,14000,difficult,female,<1,rent,no,no
12772,1568.58,Vancouver,04,rented,52500,neither,female,<1,rent-free,no,no
12779,580.798,Vancouver,04,rented,47500,neither,male,1-2,rent,yes,no
12790,763.977,Vancouver,06,owned,80000,very easy,female,10+,rent,no,yes
12800,273.219,Other CMA,01,owned,260000,easy,male,5-10,own,no,no
12813,558.659,Non CMA,01,owned,97500,difficult,female,10+,own,no,no
12814,299.95,Non CMA,03,rented,60000,easy,male,5-10,rent,no,no
12818,43.629,Non CMA,01,rented,67500,neither,female,5-10,rent,no,no
12821,654.774,Vancouver,05,owned,220000,very easy,female,10+,own,no,no
12822,977.3,Non CMA,01,rented,70000,neither,male,1-2,rent,yes,no
12825,149.072,Vancouver,06,rented,21000,easy,female,4-5,rent,no,no
12838,51.541,Other CMA,06,owned,48000,neither,female,5-10,rent,no,yes
12840,531.294,Vancouver,05,rented,28000,difficult,male,1-2,rent,no,no
12864,1237.564,Vancouver,05,owned,87500,neither,male,3-4,own,no,no
12865,664.163,Non CMA,01,owned,87500,very easy,male,10+,own,no,no
12867,208.663,Other CMA,01,owned,190000,very easy,male,1-2,own,no,no
12871,509.569,Non CMA,01,owned,41000,very easy,male,5-10,own,no,no
12875,34.516,Non CMA,05,rented,21000,easy,male,5-10,rent,no,no
12876,1669.664,Vancouver,03,owned,80000,very easy,male,2-3,rent-free,no,yes
12886,35.821,Other CMA,03,rented,77500,difficult,female,10+,rent,no,no
12905,652.232,Vancouver,05,rented,220000,very easy,male,4-5,rent,yes,no
12908,161.135,Non CMA,06,rented,28000,neither,female,4-5,rent,no,no
12941,97.894,Other CMA,06,rented,29000,difficult,female,3-4,own,no,no
12961,328.734,Vancouver,01,rented,105000,neither,female,2-3,rent,no,no
12965,509.856,Other CMA,02,rented,110000,difficult,male,1-2,rent,no,no
12966,755.192,Vancouver,03,owned,77500,easy,male,10+,rent,no,yes
12969,1000.351,Vancouver,03,owned,80000,difficult,female,3-4,own,no,no
12980,860.025,Vancouver,01,owned,65000,neither,male,10+,own,no,no
12983,221.276,Other CMA,01,owned,52500,neither,male,5-10,own,no,no
12986,657.429,Non CMA,01,owned,155000,neither,female,10+,rent,no,yes
12987,273.69,Other CMA,01,owned,115000,neither,female,3-4,rent,no,yes
13006,47.956,Non CMA,01,rented,33000,neither,female,10+,rent,no,no
13063,298.24,Other CMA,01,owned,70000,neither,male,10+,own,no,no
13086,254.73,Vancouver,05,rented,210000,very easy,male,3-4,rent,no,no
13089,169.43,Vancouver,01,owned,180000,very easy,male,2-3,own,no,no
13090,116.704,Vancouver,06,rented,70000,neither,male,5-10,rent,no,no
13103,172.226,Non CMA,06,rented,17500,easy,female,5-10,rent,no,no
13113,284.089,Vancouver,05,rented,97500,neither,male,5-10,own,no,no
13116,28.634,Other CMA,03,rented,115000,easy,male,4-5,rent,no,no
13119,178.552,Vancouver,05,rented,1600,difficult,male,10+,rent,no,no
13163,10,Non CMA,06,rented,62500,neither,male,<1,rent,no,no
13166,693.107,Vancouver,01,owned,220000,easy,female,10+,own,no,no
13188,233.382,Vancouver,05,rented,310000,neither,female,5-10,own,no,no
13193,446.985,Vancouver,06,rented,35000,easy,male,5-10,rent-free,no,no
13196,18.556,Non CMA,03,rented,36000,neither,male,10+,rent,no,no
13198,75.283,Other CMA,06,rented,65000,easy,female,1-2,rent,no,no
13201,889.925,Vancouver,06,rented,40000,neither,female,1-2,rent,no,no
13202,265.906,Vancouver,06,rented,1550,neither,male,4-5,rent,yes,no
13214,30.221,Non CMA,06,rented,17500,difficult,male,5-10,rent-free,no,no
13216,54.004,Non CMA,03,rented,140000,difficult,male,<1,rent,no,no
13222,122.605,Vancouver,06,rented,13500,neither,female,10+,rent,no,no
13231,39.283,Non CMA,01,rented,72500,very easy,female,10+,own,no,no
13235,309.544,Non CMA,01,owned,75000,easy,male,10+,rent-free,no,yes
13237,161.966,Vancouver,05,rented,25000,neither,male,4-5,rent,no,no
13240,156.048,Other CMA,01,owned,175000,difficult,male,10+,own,no,no
13267,653.306,Vancouver,01,owned,260000,difficult,male,10+,own,no,no
13269,171.801,Other CMA,01,owned,650000,neither,male,5-10,own,no,no
13274,778.947,Vancouver,01,owned,77500,easy,female,10+,own,no,no
13280,194.604,Vancouver,03,rented,57500,very difficult,female,10+,rent,no,no
13294,33.788,Other CMA,06,rented,48000,neither,female,10+,rent,no,no
13303,125.582,Non CMA,02,rented,120000,neither,female,2-3,own,no,no
13309,328.988,Vancouver,05,owned,120000,easy,male,2-3,own,no,no
13314,129.27,Other CMA,01,owned,185000,easy,male,10+,own,no,no
13325,369.802,Non CMA,04,owned,170000,easy,female,4-5,own,no,no
13330,227.703,Vancouver,01,rented,8500,difficult,female,5-10,rent,yes,no
13353,98.923,Non CMA,06,rented,16000,difficult,male,5-10,rent-free,no,no
13354,418.866,Non CMA,01,owned,100000,neither,male,10+,rent,no,yes
13355,38.799,Non CMA,06,rented,22000,easy,female,1-2,rent,no,no
13368,401.314,Vancouver,06,owned,23000,neither,female,10+,own,no,no
13391,150.299,Other CMA,06,rented,17000,very difficult,female,2-3,rent-free,no,no
13433,981.361,Vancouver,05,rented,25000,easy,male,3-4,rent,no,no
13444,110.095,Non CMA,01,owned,75000,neither,female,10+,rent-free,no,no
13450,52.018,Non CMA,01,owned,170000,easy,female,10+,own,no,no
13454,65.775,Other CMA,06,rented,24000,neither,male,3-4,rent,no,no
13455,104.212,Vancouver,06,rented,160000,easy,male,10+,rent,no,no
13476,500.186,Vancouver,06,rented,100000,neither,female,10+,rent,yes,no
13482,737.923,Vancouver,02,owned,140000,easy,female,10+,own,no,no
13483,408.509,Non CMA,01,owned,180000,neither,female,10+,own,no,no
13505,83.582,Other CMA,06,rented,29000,difficult,female,10+,rent,no,no
13526,790.703,Vancouver,06,rented,65000,difficult,male,1-2,rent,no,no
13530,881.609,Vancouver,06,owned,28000,easy,male,10+,own,no,no
13533,95.904,Other CMA,05,owned,62500,easy,male,5-10,rent,no,yes
13535,119.392,Other CMA,06,owned,190000,easy,female,5-10,rent,no,no
13551,361.738,Non CMA,01,owned,120000,very easy,male,10+,own,no,no
13558,526.936,Vancouver,06,rented,38000,difficult,female,<1,rent,no,no
13580,40.583,Non CMA,06,rented,8750,difficult,female,10+,rent,yes,no
13614,65.475,Other CMA,06,rented,55000,neither,female,4-5,rent,no,no
13630,361.786,Other CMA,01,owned,22000,neither,male,10+,own,no,no
13631,92.339,Other CMA,05,rented,82500,neither,male,<1,rent,no,no
13647,111.258,Other CMA,06,rented,60000,easy,male,3-4,rent,no,no
13657,1390.361,Non CMA,03,owned,62500,difficult,female,10+,own,yes,no
13719,791.357,Vancouver,02,owned,17500,neither,female,5-10,rent,no,no
13727,461.302,Non CMA,01,owned,95000,easy,male,2-3,own,no,no
13739,306.374,Other CMA,04,owned,57500,difficult,female,10+,own,no,no
13751,228.669,Other CMA,03,owned,70000,very difficult,male,2-3,own,no,no
13753,647.32,Non CMA,06,rented,19000,easy,male,5-10,rent,no,no
13766,557.307,Vancouver,01,owned,115000,easy,male,10+,rent,no,yes
13769,72.685,Other CMA,01,owned,140000,easy,female,<1,rent,no,yes
13781,458.921,Vancouver,04,owned,1350000,neither,female,3-4,own,no,no
13798,580.526,Non CMA,01,owned,82500,difficult,male,5-10,own,no,no
13806,389.703,Other CMA,06,rented,26000,neither,female,2-3,rent,no,no
13815,587.364,Vancouver,06,rented,45000,neither,male,10+,rent,no,no
13826,516.627,Vancouver,01,owned,350000,very easy,female,10+,rent,no,yes
13831,166.859,Other CMA,01,owned,220000,easy,male,5-10,own,no,no
13837,595.6,Non CMA,01,owned,210000,neither,male,10+,rent,no,yes
13851,597.191,Vancouver,06,rented,220000,difficult,male,5-10,rent,no,no
13860,622.763,Non CMA,01,owned,95000,neither,female,2-3,own,no,no
13863,176.568,Other CMA,04,owned,150000,easy,female,10+,own,no,no
13879,231.026,Other CMA,06,rented,6750,very difficult,male,3-4,rent-free,no,no
13881,971.53,Vancouver,01,owned,52500,easy,male,3-4,own,no,no
13900,288.912,Other CMA,06,owned,110000,very easy,male,5-10,own,no,no
13922,737.069,Non CMA,06,owned,44000,neither,female,10+,own,no,no
13924,278.068,Vancouver,05,rented,92500,neither,male,10+,rent,no,no
13925,58.083,Other CMA,05,rented,48000,neither,female,3-4,rent,yes,no
13936,737.923,Vancouver,01,owned,480000,easy,male,10+,own,no,no
13940,615.377,Vancouver,01,owned,165000,neither,female,10+,rent,no,yes
13941,357.29,Non CMA,01,owned,70000,neither,male,10+,own,no,no
13952,284.367,Vancouver,06,rented,52500,easy,male,10+,own,no,no
13955,86.528,Non CMA,06,rented,26000,difficult,male,4-5,rent,no,no
13996,22.642,Non CMA,01,rented,97500,easy,male,5-10,rent-free,no,no
14004,678.738,Non CMA,01,owned,21000,neither,male,10+,rent,no,yes
14007,68.261,Other CMA,06,rented,45000,very easy,male,<1,own,no,no
14028,29.471,Non CMA,01,owned,105000,neither,male,3-4,own,no,no
14039,935.352,Vancouver,03,owned,5750,neither,female,10+,rent,no,yes
14091,454.205,Vancouver,06,owned,57500,neither,male,5-10,own,no,no
14100,1058.19,Vancouver,03,owned,62500,very easy,male,10+,rent,no,yes
14118,337.254,Vancouver,03,rented,48000,difficult,female,10+,rent,no,no
14132,550.83,Non CMA,01,owned,62500,neither,female,10+,rent,yes,no
14141,90.333,Other CMA,06,rented,50000,very difficult,female,5-10,rent,no,no
14149,592.047,Non CMA,01,owned,27000,very easy,female,10+,own,no,no
14171,241.268,Vancouver,04,rented,92500,neither,female,10+,rent-free,no,no
14193,250.136,Non CMA,02,owned,170000,neither,female,4-5,own,no,no
14194,160.48,Vancouver,04,owned,210000,easy,male,3-4,own,no,no
14199,62.297,Other CMA,01,rented,110000,neither,female,5-10,rent,yes,no
14203,197.297,Non CMA,01,owned,200000,easy,male,5-10,rent,yes,no
14205,128.349,Vancouver,06,rented,19000,easy,female,5-10,rent,no,no
14207,507.519,Vancouver,01,rented,55000,difficult,male,10+,rent,no,no
14213,198.536,Other CMA,01,owned,16500,easy,female,3-4,own,no,no
14229,838.973,Vancouver,01,owned,49000,neither,male,10+,own,no,no
14242,655.144,Non CMA,01,owned,210000,neither,male,3-4,own,no,no
14278,492.302,Non CMA,01,owned,100000,neither,male,5-10,own,no,no
14280,737.923,Vancouver,06,owned,47000,neither,male,3-4,own,no,no
14283,99.82,Other CMA,04,owned,180000,difficult,male,10+,own,no,no
14291,115.962,Vancouver,06,rented,1650,easy,female,10+,rent,no,no
14294,377.714,Non CMA,01,owned,87500,very difficult,male,4-5,rent,no,no
14313,44.365,Other CMA,01,owned,190000,easy,male,10+,rent,no,no
14320,402.784,Non CMA,01,owned,130000,neither,male,5-10,own,no,yes
14323,697.052,Non CMA,01,owned,220000,very easy,male,10+,own,no,no
14326,276.482,Other CMA,01,owned,120000,very easy,male,10+,own,no,no
14328,352.178,Vancouver,06,owned,43000,easy,female,<1,own,no,no
14356,322.067,Non CMA,01,owned,330000,neither,male,5-10,own,no,no
14357,68.662,Other CMA,06,rented,45000,very difficult,female,5-10,rent,yes,no
14359,574.069,Vancouver,01,owned,200000,neither,male,10+,rent,no,yes
14367,1435.769,Vancouver,01,owned,62500,neither,male,5-10,rent,no,yes
14375,15.516,Non CMA,03,rented,23000,difficult,male,5-10,rent,no,no
14397,143.851,Other CMA,01,owned,230000,neither,male,5-10,own,no,no
14420,934.458,Vancouver,01,owned,260000,neither,male,10+,own,no,no
14425,294.991,Vancouver,01,owned,52500,easy,male,10+,rent,no,yes
14432,46.612,Non CMA,06,rented,15000,difficult,male,4-5,rent,yes,no
14442,32.348,Other CMA,06,rented,14500,difficult,female,5-10,rent,no,no
14471,170.102,Other CMA,01,rented,97500,difficult,female,<1,own,no,no
14505,36.59,Non CMA,01,owned,77500,easy,female,2-3,rent,no,yes
14513,791.679,Vancouver,01,owned,80000,easy,male,10+,own,no,no
14516,535.875,Vancouver,01,owned,100000,easy,male,10+,rent,no,yes
14533,150.585,Non CMA,01,owned,62500,neither,male,5-10,own,no,no
14534,1359.1,Vancouver,01,owned,77500,easy,male,10+,rent,no,yes
14538,115.962,Vancouver,06,rented,29000,neither,female,1-2,rent,no,no
14562,552.304,Vancouver,05,rented,41000,easy,male,2-3,rent,no,no
14581,73.426,Other CMA,05,rented,20000,easy,female,4-5,rent,no,no
14592,241.268,Vancouver,03,owned,105000,neither,female,10+,rent,no,no
14608,1892.423,Vancouver,04,rented,95000,difficult,female,1-2,rent,no,no
14614,251.38,Other CMA,01,owned,185000,neither,female,<1,own,no,no
14635,234.046,Non CMA,01,owned,52500,very difficult,female,10+,own,no,no
14639,680.011,Vancouver,06,rented,29000,neither,female,<1,rent,no,no
14644,256.988,Vancouver,05,rented,1300000,easy,male,5-10,own,no,no
14646,325.767,Other CMA,04,owned,25000,easy,female,10+,own,no,no
14656,155.619,Vancouver,01,owned,420000,easy,male,1-2,own,no,no
14715,273.505,Vancouver,06,rented,14500,neither,female,10+,rent,no,no
14760,254.681,Vancouver,05,owned,175000,easy,female,10+,own,no,no
14777,183.451,Other CMA,01,owned,77500,neither,male,1-2,own,no,no
14781,394.954,Other CMA,03,owned,62500,neither,female,3-4,own,no,no
14785,275.571,Vancouver,06,owned,42000,very easy,female,10+,rent,yes,no
14798,488.836,Vancouver,05,rented,22000,very easy,male,4-5,rent,no,no
14800,64.999,Other CMA,06,rented,47000,neither,male,10+,rent,no,no
14820,140.048,Non CMA,02,owned,130000,difficult,female,5-10,own,no,no
14873,170.653,Vancouver,04,rented,185000,very easy,male,10+,rent,no,no
14879,645.26,Vancouver,06,rented,36000,neither,female,3-4,rent-free,no,no
14889,117.651,Other CMA,01,owned,175000,easy,male,1-2,own,no,no
14907,928.965,Vancouver,01,owned,60000,very easy,male,5-10,own,no,no
14922,523.135,Non CMA,01,owned,105000,very difficult,male,5-10,rent,no,yes
14945,412.941,Non CMA,01,owned,125000,neither,female,10+,own,no,no
14946,13.276,Non CMA,01,rented,14500,very difficult,female,3-4,rent,no,no
14956,205.964,Other CMA,04,owned,160000,neither,female,1-2,own,no,no
15002,149.353,Other CMA,01,owned,165000,easy,female,10+,own,no,no
15003,543.345,Other CMA,06,owned,1700,neither,male,10+,rent,no,yes
15007,64.73,Other CMA,05,rented,15000,easy,female,3-4,rent,no,no
15023,40.768,Other CMA,05,rented,20500,neither,male,5-10,rent,no,no
15024,38.567,Other CMA,06,rented,52500,neither,female,10+,rent,no,no
15037,326.654,Vancouver,05,owned,55000,neither,female,<1,own,no,no
15048,199.339,Other CMA,03,owned,130000,difficult,female,5-10,rent,no,yes
15057,227.158,Vancouver,01,owned,62500,neither,female,10+,own,no,no
15060,220.577,Vancouver,01,owned,120000,difficult,female,10+,rent-free,no,no
15067,625.798,Non CMA,01,owned,33000,very easy,female,10+,rent,no,yes
15068,378.527,Non CMA,01,owned,115000,difficult,male,5-10,rent,no,yes
15077,179.643,Vancouver,06,rented,21000,difficult,male,<1,rent-free,yes,no
15125,362.205,Vancouver,05,rented,29000,easy,female,1-2,rent-free,no,no
15126,535.937,Non CMA,01,owned,82500,neither,female,2-3,rent,no,yes
15127,24.557,Other CMA,06,rented,95000,neither,male,10+,rent,no,no
15178,487.336,Other CMA,01,owned,90000,difficult,female,4-5,rent,no,yes
15180,598.959,Non CMA,01,owned,24000,neither,male,5-10,rent,no,yes
15182,17.644,Non CMA,01,owned,85000,easy,female,2-3,rent,no,yes
15215,103.68,Other CMA,06,owned,40000,neither,male,3-4,rent,yes,yes
15216,90.261,Other CMA,04,owned,205000,neither,male,3-4,rent,no,yes
15225,936.244,Non CMA,04,owned,77500,neither,female,5-10,rent,yes,yes
15229,332.133,Vancouver,06,owned,67500,neither,male,10+,rent,no,yes
15281,23.589,Non CMA,03,rented,87500,very easy,male,10+,own,no,no
15293,115.6,Other CMA,01,owned,120000,easy,female,1-2,rent,no,no
15318,555.38,Non CMA,01,owned,110000,neither,female,10+,own,no,no
15330,286.84,Other CMA,06,owned,62500,easy,female,3-4,own,no,no
15339,249.361,Other CMA,03,owned,65000,neither,male,5-10,own,no,no
15411,264.654,Non CMA,06,rented,19000,neither,female,2-3,rent,no,no
15421,649.957,Vancouver,01,owned,240000,neither,male,5-10,own,no,no
15428,312.575,Other CMA,04,owned,110000,neither,female,10+,own,no,no
15442,372.752,Non CMA,02,rented,19000,very difficult,male,1-2,rent,no,no
15457,254.681,Vancouver,05,owned,390000,very easy,female,5-10,own,no,no
15461,54.123,Other CMA,06,rented,97500,easy,male,1-2,own,no,no
15462,520.34,Vancouver,01,owned,200000,neither,male,3-4,own,no,no
15510,80.308,Other CMA,05,owned,65000,difficult,female,5-10,rent,no,yes
15516,888.826,Vancouver,04,rented,27000,neither,female,1-2,rent,no,no
15581,18.225,Non CMA,06,rented,14000,neither,female,5-10,rent,no,no
15605,472.317,Vancouver,05,rented,34000,neither,male,5-10,rent,yes,no
15622,176.874,Vancouver,05,rented,145000,neither,male,5-10,rent,no,no
15628,30.51,Other CMA,03,rented,105000,easy,female,2-3,rent,no,no
15641,250.835,Non CMA,01,rented,75000,neither,female,5-10,own,no,no
15659,61.412,Non CMA,06,rented,10500,difficult,female,10+,rent-free,no,no
15666,626.724,Vancouver,01,owned,200000,easy,female,10+,own,no,no
15671,251.061,Other CMA,06,owned,110000,neither,female,<1,own,no,no
15714,179.671,Other CMA,01,owned,200000,easy,female,5-10,own,no,no
15720,288.654,Vancouver,05,owned,26000,neither,female,10+,own,no,no
15732,124.204,Non CMA,01,owned,100000,neither,female,<1,rent,no,yes
15733,481.174,Non CMA,04,owned,72500,easy,male,10+,rent,yes,no
15737,340.581,Vancouver,03,owned,100000,easy,female,3-4,rent,no,yes
15757,172.39,Other CMA,01,owned,155000,neither,female,10+,own,no,no
15758,616.109,Vancouver,06,rented,30000,easy,male,2-3,rent-free,no,no
15783,1148.361,Vancouver,02,rented,97500,neither,male,3-4,own,no,no
15784,223.332,Other CMA,01,owned,65000,very difficult,male,5-10,rent-free,no,no
15806,256.372,Other CMA,06,owned,72500,easy,male,3-4,rent,yes,no
15811,248.616,Vancouver,06,rented,72500,difficult,male,<1,rent,no,no
15823,557.874,Non CMA,01,owned,31000,neither,male,10+,own,no,no
15828,222.966,Other CMA,01,owned,115000,easy,male,5-10,own,no,no
15843,176.293,Non CMA,01,owned,52500,neither,female,10+,own,no,no
15854,204.367,Other CMA,01,owned,65000,neither,female,10+,own,no,no
15872,728.445,Non CMA,01,owned,37000,easy,male,10+,rent,no,yes
15877,11.545,Non CMA,03,rented,22000,difficult,male,10+,own,no,no
15880,124.55,Non CMA,05,owned,97500,very easy,male,1-2,own,no,no
15888,138.12,Non CMA,02,rented,60000,very easy,male,5-10,rent-free,no,no
15889,149.181,Non CMA,06,rented,29000,difficult,female,5-10,rent,no,no
15895,186.176,Vancouver,06,rented,75000,neither,female,4-5,own,no,no
15896,99.429,Other CMA,06,rented,85000,difficult,male,<1,rent,no,no
15898,145.144,Other CMA,01,owned,120000,easy,female,10+,own,no,no
15919,348.622,Non CMA,01,owned,97500,neither,male,1-2,own,no,no
15920,403.491,Other CMA,06,rented,28000,easy,male,<1,rent-free,no,no
15930,385.534,Vancouver,06,rented,115000,easy,female,<1,rent,no,no
15977,333.982,Other CMA,01,owned,82500,neither,female,4-5,own,no,no
15988,443.959,Vancouver,06,rented,62500,neither,male,1-2,rent,no,no
15994,90.333,Other CMA,01,rented,46000,very difficult,female,5-10,rent,no,no
15997,287.037,Other CMA,01,owned,92500,very easy,female,<1,own,no,no
16006,328.689,Vancouver,03,owned,125000,neither,male,2-3,rent,no,yes
16018,896.605,Vancouver,05,owned,31000,neither,female,<1,rent-free,no,yes
16049,298.873,Vancouver,06,owned,36000,neither,female,5-10,rent,no,no
16070,212.16,Other CMA,06,rented,62500,neither,female,2-3,rent,no,no
16100,64.912,Non CMA,03,rented,18500,difficult,female,3-4,rent,no,no
16108,80.698,Other CMA,01,owned,67500,difficult,male,3-4,own,no,no
16110,1188.407,Vancouver,01,rented,170000,neither,female,10+,rent,no,no
16125,217.16,Vancouver,01,owned,1300000,very easy,male,10+,rent,no,yes
16127,230.369,Other CMA,01,owned,165000,easy,female,10+,own,no,no
16130,45.601,Non CMA,01,owned,90000,difficult,female,<1,own,no,no
16148,908.109,Vancouver,02,owned,170000,difficult,female,10+,rent,no,yes
16151,385.993,Non CMA,01,owned,110000,neither,female,10+,rent,no,yes
16158,275.751,Other CMA,06,rented,60000,difficult,female,2-3,own,no,no
16191,111.258,Other CMA,06,rented,52500,easy,male,3-4,rent,no,no
16207,231.884,Vancouver,05,owned,230000,easy,female,2-3,own,no,no
16213,25.845,Other CMA,05,rented,21000,easy,female,5-10,rent-free,no,no
16223,614.404,Non CMA,01,owned,87500,very easy,female,10+,own,no,no
16228,301.086,Non CMA,01,owned,150000,easy,female,3-4,own,no,no
16257,204.872,Other CMA,01,owned,180000,difficult,male,3-4,rent,no,yes
16269,357.29,Non CMA,01,owned,105000,very easy,male,10+,own,no,no
16270,425.617,Vancouver,06,rented,125000,easy,female,1-2,rent,no,no
16278,937.431,Vancouver,04,owned,85000,difficult,male,5-10,rent-free,no,no
16303,699.325,Vancouver,01,owned,120000,very easy,female,10+,own,no,no
16310,448.693,Vancouver,05,owned,130000,very easy,male,5-10,own,no,no
16316,434.968,Non CMA,01,owned,29000,easy,female,10+,own,no,no
16317,130.015,Other CMA,05,rented,120000,very difficult,female,<1,rent,yes,no
