id,weight,region,type,tenure,income,hardships,gender,move_date,pretenure,forced_move,move_to_buy
28082,798.454,Vancouver,01,owned,31000,very easy,male,5-10,own,no,no
28085,1181.551,Vancouver,04,owned,120000,very difficult,male,10+,rent,no,yes
28094,38.799,Non CMA,06,rented,18500,very difficult,female,10+,rent,no,no
28097,125.162,Vancouver,06,rented,55000,difficult,female,10+,rent,no,no
28104,225.862,Vancouver,06,owned,100000,neither,female,5-10,rent,no,yes
28111,126.104,Other CMA,01,rented,67500,very difficult,male,1-2,rent,yes,no
28129,392.72,Vancouver,05,rented,60000,neither,male,5-10,rent,yes,no
28144,493.853,Vancouver,05,rented,87500,neither,female,2-3,rent-free,no,no
28151,492.195,Vancouver,04,rented,67500,easy,female,10+,rent-free,no,no
28152,271.381,Other CMA,06,owned,110000,very easy,male,3-4,rent,no,yes
28156,188.955,Vancouver,01,owned,95000,very easy,female,10+,rent,no,yes
28161,1032.594,Non CMA,01,owned,43000,neither,male,1-2,rent,no,no
28186,106.005,Vancouver,03,rented,97500,neither,male,10+,rent,no,no
28196,1137.999,Non CMA,04,rented,52500,very easy,female,3-4,rent,no,no
28217,242.286,Other CMA,05,rented,23000,neither,male,<1,rent-free,no,no
28223,653.995,Non CMA,01,owned,22000,neither,female,10+,own,no,no
28235,311.335,Vancouver,05,rented,160000,easy,male,2-3,rent,no,no
28281,96.347,Vancouver,03,rented,65000,neither,female,10+,rent,no,no
28289,23.974,Other CMA,03,rented,60000,neither,female,10+,rent,no,no
28297,574.069,Vancouver,01,owned,135000,easy,male,10+,own,no,no
28301,426.452,Non CMA,01,owned,120000,neither,female,5-10,rent,no,yes
28302,35.896,Other CMA,03,rented,23000,neither,female,10+,rent,no,no
28311,266.001,Other CMA,01,owned,160000,neither,female,3-4,own,yes,no
28321,208.796,Other CMA,03,owned,92500,difficult,female,5-10,own,no,no
28331,22.145,Non CMA,01,owned,175000,neither,female,5-10,own,no,no
28333,201.034,Non CMA,06,owned,130000,neither,female,10+,own,no,no
28334,302.322,Vancouver,03,owned,125000,neither,female,4-5,rent,no,no
28347,60.298,Other CMA,06,rented,85000,neither,female,1-2,own,no,no
28352,357.29,Non CMA,01,owned,110000,very easy,male,10+,own,no,no
28358,648.464,Non CMA,04,owned,57500,neither,female,10+,rent,no,no
28360,910.023,Vancouver,03,owned,290000,neither,male,2-3,rent,no,yes
28368,778.947,Vancouver,05,owned,33000,neither,female,3-4,own,no,no
28374,498.259,Non CMA,01,owned,95000,difficult,male,1-2,own,no,no
28379,488.836,Vancouver,06,rented,1600,neither,male,10+,rent,no,no
28381,77.056,Other CMA,01,owned,230000,neither,male,3-4,rent,no,yes
28401,143.564,Non CMA,06,rented,33000,very easy,female,1-2,own,no,no
28402,136.214,Other CMA,03,rented,30000,difficult,female,3-4,rent,no,no
28403,103.201,Vancouver,06,rented,60000,difficult,male,5-10,own,no,no
28415,1233.625,Vancouver,01,rented,1350000,neither,male,1-2,rent,no,no
28427,479.553,Non CMA,01,owned,190000,easy,female,10+,rent,no,yes
28444,13.534,Non CMA,03,rented,21000,difficult,female,5-10,rent,no,no
28458,201.646,Vancouver,05,rented,60000,difficult,male,10+,rent,no,no
28478,737.923,Vancouver,01,owned,130000,very easy,male,10+,own,no,no
28502,888.909,Vancouver,06,owned,120000,neither,male,10+,own,no,no
28520,143.105,Vancouver,06,rented,21000,neither,female,1-2,own,no,no
28525,737.923,Vancouver,01,rented,105000,neither,female,10+,rent-free,no,no
28556,46.387,Non CMA,03,rented,45000,very difficult,female,5-10,rent,no,no
28598,169.545,Vancouver,03,rented,115000,neither,female,5-10,rent,no,no
28621,199.11,Other CMA,04,owned,92500,difficult,female,5-10,own,no,no
28642,338.978,Vancouver,06,owned,72500,neither,female,5-10,rent,no,no
28664,523.511,Other CMA,06,rented,16500,neither,female,5-10,rent,yes,no
28680,30.219,Non CMA,06,rented,14500,difficult,female,3-4,rent,yes,no
28684,111.223,Vancouver,06,rented,115000,difficult,female,10+,rent,no,no
28699,766.757,Non CMA,01,owned,48000,neither,male,10+,own,no,no
28711,675.636,Non CMA,01,owned,48000,neither,female,10+,own,no,no
28713,204.367,Other CMA,06,owned,50000,neither,male,10+,own,no,no
28715,68.798,Other CMA,04,rented,130000,neither,female,4-5,rent,no,no
28722,714.767,Vancouver,06,owned,170000,easy,male,1-2,rent-free,no,yes
28733,827.699,Non CMA,01,owned,155000,easy,male,5-10,own,no,no
28748,140.707,Non CMA,01,owned,100000,very easy,male,10+,own,no,no
28749,117.08,Non CMA,01,owned,52500,easy,female,3-4,own,no,no
28752,149.072,Vancouver,06,rented,20000,difficult,female,5-10,own,no,no
28763,889.841,Vancouver,04,owned,37000,easy,female,10+,own,no,no
28768,27.983,Other CMA,05,rented,18000,easy,female,3-4,rent,no,no
28770,98.822,Other CMA,01,rented,19000,difficult,male,1-2,rent,yes,no
28775,257.648,Other CMA,04,owned,210000,very easy,female,5-10,rent,no,no
28788,37.814,Non CMA,06,rented,43000,neither,female,3-4,rent,no,no
28804,137.832,Non CMA,01,owned,105000,neither,female,2-3,own,no,no
28809,643.026,Non CMA,01,owned,120000,neither,female,3-4,own,no,no
28818,94.156,Other CMA,06,owned,57500,difficult,female,1-2,rent,no,yes
28827,888.826,Vancouver,06,owned,23000,easy,female,10+,own,no,no
28833,27.983,Other CMA,06,rented,22000,neither,female,10+,rent,no,no
28836,778.947,Vancouver,01,owned,55000,very easy,female,10+,own,no,no
28845,184.956,Other CMA,06,rented,15500,neither,male,5-10,rent-free,no,no
28848,68.261,Other CMA,06,rented,55000,easy,male,4-5,own,no,no
28871,625.798,Non CMA,01,owned,87500,very easy,male,10+,own,no,no
28883,108.443,Non CMA,01,rented,60000,neither,male,5-10,rent,no,no
28885,227.603,Non CMA,01,owned,85000,neither,female,5-10,own,no,no
28892,326.109,Other CMA,01,owned,200000,easy,female,1-2,rent,no,yes
28932,253.708,Other CMA,03,owned,70000,easy,female,10+,rent,no,yes
28961,602.999,Non CMA,02,owned,190000,very difficult,male,5-10,own,yes,no
28970,330.325,Non CMA,01,owned,160000,easy,male,10+,own,no,no
29004,337.521,Other CMA,01,owned,110000,neither,male,3-4,rent,no,yes
29009,29.954,Non CMA,06,rented,230000,difficult,female,5-10,rent,no,no
29014,35.283,Non CMA,06,rented,35000,neither,female,5-10,rent,yes,no
29021,179.104,Non CMA,03,rented,110000,neither,female,<1,own,no,no
29037,14.484,Non CMA,06,rented,15500,very difficult,female,5-10,rent,yes,no
29054,845.602,Non CMA,06,owned,29000,very easy,female,3-4,own,no,no
29059,265.732,Vancouver,03,rented,125000,neither,male,5-10,rent,no,no
29073,291.791,Vancouver,06,rented,100000,neither,female,3-4,rent,no,no
29081,625.798,Non CMA,01,owned,70000,easy,male,10+,own,no,no
29106,190.429,Other CMA,06,owned,44000,very difficult,female,10+,own,no,no
29127,737.832,Vancouver,01,owned,240000,easy,female,10+,rent,no,yes
29208,22.705,Non CMA,06,rented,50000,neither,male,<1,rent,no,no
29233,226.652,Other CMA,05,owned,650000,very easy,male,10+,own,no,no
29236,100.674,Non CMA,01,owned,77500,neither,female,10+,own,no,no
29260,185.59,Vancouver,01,rented,180000,neither,female,10+,own,no,no
29283,792.95,Non CMA,01,owned,52500,easy,male,5-10,own,no,no
29310,79.31,Other CMA,06,rented,55000,very easy,male,10+,rent,no,no
29319,260.065,Other CMA,01,owned,52500,easy,female,10+,own,no,no
29398,345.554,Non CMA,02,rented,24000,neither,female,5-10,rent,no,no
29415,386.636,Other CMA,01,owned,110000,easy,female,10+,own,no,no
29425,242.246,Other CMA,01,owned,37000,neither,female,5-10,own,no,no
29438,931.936,Vancouver,06,owned,15500,easy,female,5-10,rent,no,no
29444,129.075,Non CMA,06,rented,57500,neither,female,5-10,rent,no,no
29446,161.643,Other CMA,06,rented,57500,neither,female,3-4,rent,no,no
29450,639.911,Non CMA,01,owned,47000,easy,female,10+,rent,no,yes
29463,76.277,Non CMA,06,rented,2000,difficult,female,3-4,rent,yes,no
29467,476.181,Vancouver,05,rented,10000,very easy,male,<1,own,no,no
29474,110.845,Vancouver,03,rented,90000,neither,female,10+,rent,no,no
29491,99.972,Vancouver,06,rented,160000,very easy,male,5-10,rent,no,no
29516,320.562,Other CMA,03,owned,80000,neither,female,3-4,rent,no,no
29518,204.367,Other CMA,06,owned,87500,very easy,male,5-10,own,no,no
29522,360.233,Vancouver,06,owned,30000,very easy,male,2-3,own,no,no
29532,558.659,Non CMA,01,owned,110000,very easy,male,10+,own,no,no
29547,264.649,Vancouver,01,owned,51000,neither,female,10+,rent,no,yes
29576,200.652,Other CMA,04,owned,105000,neither,male,10+,own,no,no
29578,153.115,Non CMA,06,rented,34000,neither,male,4-5,rent,no,no
29589,157.536,Vancouver,05,owned,160000,very easy,male,10+,own,no,no
29593,154.179,Non CMA,01,owned,125000,very easy,female,10+,rent,no,no
29605,355.612,Vancouver,06,rented,20000,difficult,female,10+,rent,no,no
29608,1064.827,Vancouver,05,rented,77500,difficult,male,2-3,rent,no,no
29611,265.975,Other CMA,01,rented,185000,neither,male,<1,rent,no,no
29617,19.723,Non CMA,03,rented,15000,easy,male,5-10,rent-free,no,no
29626,87.73,Other CMA,06,rented,125000,difficult,female,<1,rent,no,no
29671,204.367,Other CMA,03,owned,49000,neither,male,<1,own,no,no
29706,280.064,Vancouver,06,rented,50000,neither,male,1-2,rent,yes,no
29708,18.225,Non CMA,06,rented,15000,very difficult,female,5-10,rent,no,no
29709,288.654,Vancouver,05,rented,46000,neither,female,10+,own,no,no
29720,1238.281,Vancouver,06,owned,120000,easy,female,2-3,rent,no,yes
29738,74.296,Other CMA,06,rented,105000,neither,male,2-3,rent,yes,no
29739,188.691,Other CMA,05,owned,65000,easy,female,5-10,rent,no,yes
29745,654.774,Vancouver,01,owned,165000,very easy,male,10+,own,no,no
29758,131.648,Vancouver,06,rented,52500,difficult,female,5-10,rent,no,no
29759,810.233,Non CMA,01,owned,30000,neither,male,3-4,own,no,no
29770,224.425,Vancouver,04,owned,270000,neither,male,2-3,own,no,no
29773,25.845,Other CMA,06,rented,50000,easy,female,10+,rent,no,no
29806,574.701,Vancouver,02,owned,60000,neither,female,10+,rent,no,yes
29810,38.799,Non CMA,05,rented,24000,easy,female,5-10,own,yes,no
29816,602.618,Vancouver,01,owned,1300000,very easy,male,10+,own,no,no
29822,333.204,Non CMA,02,owned,92500,easy,male,10+,rent,no,no
29863,751.319,Vancouver,06,owned,50000,neither,female,10+,rent,no,yes
29874,149.072,Vancouver,05,rented,21000,easy,female,10+,rent,no,no
29881,275.356,Other CMA,05,owned,180000,easy,male,3-4,own,no,no
29894,248.064,Vancouver,05,rented,155000,difficult,female,4-5,rent,no,no
29905,163.782,Non CMA,01,owned,75000,neither,male,5-10,own,no,no
29906,211.628,Other CMA,06,rented,52500,neither,female,1-2,rent,no,no
29921,80.279,Other CMA,06,owned,60000,easy,female,2-3,rent-free,no,no
29923,629.654,Vancouver,01,owned,115000,neither,female,10+,own,no,no
29924,157.61,Non CMA,01,rented,72500,neither,female,5-10,rent,yes,no
29931,112.154,Non CMA,03,rented,40000,difficult,male,<1,rent,no,no
29932,336.134,Non CMA,01,owned,85000,neither,female,10+,own,no,no
29935,848.412,Vancouver,03,owned,130000,neither,female,2-3,rent,no,yes
29951,495.52,Vancouver,01,owned,360000,easy,male,10+,own,no,no
29968,26.189,Other CMA,01,rented,140000,neither,female,2-3,own,no,no
29977,737.923,Vancouver,01,owned,320000,difficult,male,10+,own,no,no
30015,305.994,Other CMA,06,owned,21000,very easy,female,10+,own,no,no
30026,159.86,Vancouver,04,owned,320000,neither,male,4-5,rent,no,yes
30042,599.909,Non CMA,01,owned,75000,neither,male,10+,rent,no,no
30064,210.85,Non CMA,01,owned,92500,very easy,male,2-3,rent,no,yes
30088,1227.429,Vancouver,06,rented,46000,very difficult,female,4-5,rent,no,no
30100,104.635,Other CMA,06,rented,95000,easy,male,4-5,rent,no,no
30104,34.439,Other CMA,03,rented,14000,neither,female,1-2,rent-free,no,no
30130,30.414,Non CMA,05,rented,24000,difficult,female,10+,rent,no,no
30137,63.028,Non CMA,06,rented,26000,neither,female,10+,own,no,no
30147,119.278,Vancouver,05,rented,95000,neither,male,10+,own,no,no
30157,522.485,Vancouver,05,rented,14000,difficult,male,4-5,rent,no,no
30161,226.108,Other CMA,01,owned,180000,easy,female,10+,own,no,no
30162,365.632,Vancouver,06,rented,65000,difficult,male,3-4,rent,no,no
30174,40.386,Other CMA,06,rented,29000,neither,female,10+,own,no,no
30182,15.141,Non CMA,01,owned,115000,very difficult,female,5-10,own,no,no
30203,357.29,Non CMA,01,owned,42000,neither,male,10+,own,no,yes
30215,92.461,Other CMA,01,owned,39000,easy,female,10+,own,no,no
30232,1361.269,Vancouver,01,owned,65000,difficult,female,4-5,own,no,no
30237,94.927,Other CMA,06,rented,19500,easy,male,10+,rent,yes,no
30239,234.927,Other CMA,01,owned,50000,difficult,male,3-4,rent,no,yes
30248,180.91,Vancouver,03,rented,35000,easy,male,5-10,rent,no,no
30250,619.634,Vancouver,06,rented,135000,difficult,female,2-3,rent,no,no
30263,295.839,Non CMA,05,rented,85000,neither,male,4-5,rent,no,no
30274,221.276,Other CMA,01,owned,62500,neither,male,10+,rent,no,yes
30278,204.367,Other CMA,01,owned,60000,very easy,male,10+,own,no,no
30291,44.444,Non CMA,03,rented,27000,neither,female,3-4,rent,yes,no
30312,1205.44,Vancouver,01,rented,16000,difficult,male,4-5,rent,no,no
30317,357.29,Non CMA,01,owned,75000,difficult,male,10+,own,no,no
30319,259.582,Non CMA,01,owned,85000,neither,female,10+,own,no,no
30339,222.661,Vancouver,02,rented,80000,neither,male,5-10,rent,no,no
30341,486.621,Non CMA,01,owned,32000,easy,female,10+,own,no,no
30351,225.01,Non CMA,01,owned,82500,very easy,male,10+,own,no,no
30398,534.538,Other CMA,01,owned,240000,easy,female,10+,own,no,no
30401,242.684,Other CMA,01,owned,140000,neither,female,<1,rent,no,no
30407,165.704,Non CMA,06,rented,62500,difficult,male,2-3,rent,yes,no
30419,857.218,Non CMA,01,owned,220000,neither,male,10+,rent,no,yes
30425,169.098,Other CMA,06,rented,95000,neither,male,1-2,rent,yes,no
30429,412.179,Non CMA,01,owned,97500,neither,male,4-5,own,no,no
30433,305.994,Other CMA,03,owned,70000,difficult,female,10+,own,no,no
30461,70.377,Other CMA,05,rented,67500,neither,male,10+,own,no,no
30474,79.755,Other CMA,03,rented,20000,neither,female,1-2,rent,no,no
30481,32.388,Other CMA,06,rented,12500,very difficult,female,10+,rent,no,no
30485,680.356,Non CMA,01,owned,44000,neither,female,10+,rent,no,yes
30512,420.733,Vancouver,06,owned,90000,neither,male,1-2,rent,no,yes
30517,374.407,Non CMA,01,owned,200000,neither,female,5-10,own,no,no
30530,38.311,Other CMA,06,rented,31000,neither,female,5-10,rent,no,no
30546,1005.24,Non CMA,01,rented,52500,neither,female,1-2,rent,no,no
30547,89.288,Other CMA,06,rented,4200,difficult,female,4-5,own,no,no
30551,72.917,Non CMA,03,rented,90000,neither,female,4-5,own,no,no
30552,242.246,Other CMA,06,owned,40000,easy,female,2-3,own,no,no
30568,600.009,Non CMA,01,owned,65000,easy,female,5-10,own,no,no
30569,625.798,Non CMA,01,owned,170000,easy,male,10+,own,no,no
30584,28.205,Non CMA,01,owned,140000,difficult,female,3-4,own,no,no
30607,344.286,Vancouver,05,rented,150000,neither,male,5-10,rent,no,no
30610,109.378,Vancouver,05,owned,200000,very easy,male,5-10,own,no,no
30613,31.535,Other CMA,06,rented,20000,difficult,female,5-10,rent,no,no
30616,277.937,Other CMA,01,owned,52500,neither,female,10+,own,no,yes
30636,32.633,Non CMA,03,owned,80000,neither,male,<1,own,no,no
30646,269.315,Other CMA,04,owned,130000,neither,male,10+,rent-free,no,no
30662,671.199,Vancouver,01,rented,55000,neither,female,2-3,own,no,no
30670,253.885,Other CMA,01,owned,130000,neither,female,10+,rent,no,yes
30678,562.224,Non CMA,02,owned,135000,neither,female,10+,rent,no,no
30682,41.568,Non CMA,01,owned,175000,neither,female,10+,rent-free,no,no
30685,778.142,Vancouver,01,owned,400000,difficult,male,10+,own,no,no
30694,93.861,Other CMA,04,rented,115000,easy,female,3-4,rent,yes,no
30696,771.537,Vancouver,01,rented,170000,difficult,male,2-3,rent,yes,no
30698,1142.719,Non CMA,06,rented,62500,very difficult,female,4-5,rent,no,no
30717,1592.994,Vancouver,06,rented,135000,neither,male,1-2,rent,no,no
30723,637.307,Non CMA,01,owned,67500,difficult,male,5-10,own,no,no
30738,204.367,Other CMA,01,owned,45000,difficult,female,10+,rent,no,no
30744,275.571,Vancouver,01,owned,36000,difficult,female,10+,own,no,no
30752,126.312,Non CMA,06,owned,45000,easy,female,10+,own,no,no
30765,260.64,Vancouver,06,rented,72500,easy,female,10+,rent,no,no
30770,500.068,Vancouver,03,owned,230000,neither,male,10+,own,no,no
30823,356.719,Non CMA,06,rented,77500,neither,male,5-10,rent,no,no
30844,348.822,Vancouver,04,owned,240000,easy,female,10+,own,no,no
30856,484.227,Vancouver,04,owned,250000,neither,female,10+,own,no,no
30865,81.977,Non CMA,01,owned,60000,difficult,female,10+,own,no,no
30867,780.314,Vancouver,03,owned,130000,easy,male,5-10,rent,no,yes
30876,882.855,Vancouver,06,owned,82500,difficult,female,10+,own,no,no
30877,238.538,Other CMA,03,owned,52500,neither,female,10+,own,no,no
30879,12.252,Non CMA,03,rented,20500,very difficult,female,10+,rent,no,no
30901,628.28,Vancouver,03,owned,125000,easy,female,5-10,own,no,no
30905,45.626,Other CMA,03,rented,15000,very difficult,male,5-10,rent,no,no
30930,842.843,Vancouver,03,owned,22000,neither,female,10+,rent,no,yes
30933,178.549,Vancouver,06,rented,15000,difficult,female,10+,rent,no,no
30946,737.118,Non CMA,01,rented,175000,easy,male,1-2,rent,no,no
30949,818.563,Vancouver,04,owned,145000,neither,male,5-10,rent,yes,no
30953,89.206,Other CMA,06,owned,34000,neither,female,1-2,rent-free,no,no
30963,478.793,Vancouver,06,owned,95000,neither,male,2-3,rent,no,yes
30971,268.814,Other CMA,06,owned,35000,very easy,female,10+,own,no,no
30992,239.561,Vancouver,02,owned,270000,neither,male,2-3,own,no,no
31001,312.723,Vancouver,06,owned,170000,very easy,male,4-5,rent,no,yes
31006,143.757,Other CMA,01,owned,87500,very easy,female,10+,rent,no,yes
31020,1127.106,Vancouver,01,rented,60000,neither,female,1-2,rent-free,no,no
31023,178.445,Non CMA,01,owned,135000,neither,male,10+,rent-free,no,no
31029,203.218,Other CMA,02,rented,120000,neither,male,5-10,rent,no,no
31031,76.506,Other CMA,04,owned,150000,difficult,female,3-4,own,no,no
31045,43.653,Non CMA,01,owned,60000,easy,female,2-3,rent,no,yes
31057,38.82,Other CMA,06,rented,55000,neither,male,10+,own,no,no
31059,128.962,Non CMA,06,rented,17000,easy,male,1-2,own,no,no
31069,82.065,Other CMA,06,rented,67500,easy,female,1-2,rent,no,no
31075,318.738,Other CMA,03,owned,165000,difficult,female,<1,rent,no,yes
31082,830.971,Vancouver,06,owned,57500,neither,male,5-10,own,no,no
31083,52.44,Other CMA,01,owned,95000,easy,male,10+,rent-free,no,yes
31091,225.479,Other CMA,01,owned,165000,neither,male,10+,own,no,no
31093,182.867,Non CMA,06,rented,36000,easy,male,10+,rent,no,no
31104,316.125,Vancouver,06,rented,95000,easy,female,<1,rent,no,no
31110,204.367,Other CMA,01,owned,135000,easy,female,10+,own,no,no
31112,294.991,Vancouver,05,rented,50000,easy,male,10+,rent,no,no
31129,33.098,Other CMA,03,rented,75000,neither,female,1-2,rent,no,no
31136,206.413,Other CMA,01,owned,1750,neither,female,10+,own,no,no
31150,1325.475,Non CMA,01,owned,120000,neither,male,3-4,rent,no,yes
31164,35.283,Non CMA,05,rented,20000,neither,female,10+,rent,no,no
31176,460.458,Non CMA,01,owned,330000,difficult,male,3-4,rent,no,yes
31209,70.79,Non CMA,01,owned,220000,neither,female,10+,own,no,no
31211,100.931,Other CMA,06,rented,155000,easy,female,5-10,rent-free,no,no
31214,238.538,Other CMA,06,owned,50000,neither,female,10+,own,no,no
31220,201.088,Vancouver,06,rented,37000,neither,male,10+,rent,no,no
31236,241.268,Vancouver,01,owned,125000,neither,female,10+,rent,no,no
31238,138.517,Vancouver,03,rented,125000,difficult,female,5-10,rent,no,no
31257,125.414,Vancouver,05,rented,37000,neither,female,1-2,rent,no,no
31290,235.167,Vancouver,05,rented,15000,very difficult,male,5-10,rent,no,no
31299,625.882,Vancouver,01,owned,115000,easy,male,10+,own,no,no
31311,87.119,Other CMA,06,rented,16500,very difficult,female,4-5,rent,no,no
31315,422.75,Vancouver,05,rented,44000,easy,male,3-4,own,no,no
31316,92.548,Non CMA,04,rented,77500,easy,male,5-10,rent,yes,no
31344,55.823,Other CMA,05,rented,130000,easy,female,5-10,rent,no,no
31355,32.388,Other CMA,06,rented,49000,neither,female,1-2,rent,no,no
31368,563.536,Vancouver,04,owned,165000,very easy,male,10+,rent,no,yes
31393,284.367,Vancouver,05,rented,57500,neither,male,10+,rent,no,no
31426,10,Non CMA,06,rented,27000,easy,female,4-5,rent,no,no
31429,12.252,Non CMA,03,rented,21000,neither,female,5-10,rent,no,no
31431,901.17,Non CMA,06,owned,22000,easy,male,10+,own,no,no
31442,303.488,Non CMA,06,rented,60000,neither,male,10+,rent-free,no,no
31445,813.105,Vancouver,05,owned,85000,very difficult,female,2-3,rent,no,no
31465,63.53,Non CMA,01,rented,60000,neither,female,5-10,rent-free,no,no
31503,220.661,Other CMA,01,owned,77500,easy,male,4-5,own,no,no
31524,364.983,Non CMA,01,owned,90000,very difficult,female,4-5,rent,no,no
31532,247.001,Other CMA,01,owned,170000,neither,female,5-10,rent,no,yes
31558,198.536,Other CMA,06,owned,17500,very easy,female,<1,own,no,no
31570,140.757,Non CMA,01,owned,60000,easy,female,5-10,own,no,no
31578,133.813,Other CMA,06,rented,90000,difficult,female,2-3,rent-free,no,no
31591,166.102,Other CMA,06,rented,16500,difficult,male,<1,rent,yes,no
31601,1524.538,Vancouver,04,rented,41000,neither,female,2-3,rent,no,no
31615,49.095,Non CMA,06,rented,67500,neither,female,10+,own,no,no
31622,94.156,Other CMA,06,rented,60000,neither,female,4-5,rent,yes,no
31633,161.324,Other CMA,01,owned,190000,easy,male,5-10,rent,no,no
31639,933.531,Non CMA,01,owned,77500,difficult,male,10+,own,no,no
31670,170.051,Other CMA,01,owned,135000,neither,male,5-10,own,no,no
31689,26.536,Non CMA,04,rented,29000,neither,male,2-3,rent-free,no,no
31697,625.798,Non CMA,01,owned,65000,very easy,male,2-3,rent,no,no
31698,83.686,Other CMA,06,owned,82500,neither,female,10+,own,no,no
31702,52.708,Other CMA,01,owned,82500,easy,male,10+,rent-free,no,no
31713,63.938,Non CMA,06,rented,15000,difficult,female,10+,rent,no,no
31717,237.022,Vancouver,05,owned,80000,very easy,male,5-10,rent,no,no
31722,266.474,Non CMA,06,owned,330000,easy,female,<1,own,no,no
31725,83.686,Other CMA,06,rented,23000,difficult,female,2-3,rent-free,no,no
31726,484.243,Non CMA,01,rented,42000,neither,male,5-10,rent,yes,no
31730,37.415,Other CMA,05,rented,24000,difficult,female,1-2,rent-free,no,no
31731,153.036,Vancouver,05,owned,95000,neither,female,<1,own,no,no
31740,468.124,Other CMA,03,owned,40000,difficult,female,10+,own,no,no
31779,369.38,Vancouver,04,owned,67500,neither,male,2-3,own,no,no
31816,31.943,Other CMA,06,rented,24000,neither,female,5-10,own,no,no
31821,148.418,Non CMA,06,rented,19500,easy,female,<1,rent,no,no
31825,845.79,Vancouver,01,rented,70000,very difficult,female,10+,rent,no,no
31848,880.699,Non CMA,02,owned,5000,difficult,female,4-5,own,no,no
31857,247.026,Other CMA,01,owned,110000,neither,male,10+,own,no,no
31890,151.299,Other CMA,06,owned,65000,difficult,male,10+,rent,no,yes
31902,420.086,Vancouver,06,rented,85000,difficult,female,1-2,rent,no,no
31906,12.252,Non CMA,04,rented,21000,neither,female,5-10,rent,no,no
31912,248.953,Non CMA,01,owned,33000,easy,female,10+,own,no,yes
31914,303.51,Non CMA,06,owned,95000,very easy,female,5-10,own,no,no
31924,831.927,Non CMA,01,owned,50000,neither,female,10+,rent,no,no
31928,1012.159,Non CMA,05,owned,2200,easy,female,2-3,own,no,no
31963,40.659,Other CMA,03,rented,75000,easy,male,5-10,rent,no,no
31966,215.057,Vancouver,01,owned,210000,difficult,male,3-4,own,no,no
31970,580.071,Non CMA,01,owned,190000,easy,female,10+,own,no,no
31974,115.766,Non CMA,06,owned,62500,very easy,female,5-10,own,no,no
31988,35.283,Non CMA,06,rented,18000,neither,female,5-10,rent,no,no
32050,223.779,Other CMA,01,owned,650000,very easy,male,10+,rent,no,yes
32060,46.384,Non CMA,06,rented,46000,difficult,male,10+,rent,yes,no
32093,91.061,Non CMA,01,owned,145000,difficult,female,10+,own,no,no
32101,328.906,Vancouver,05,owned,26000,easy,male,10+,rent,no,yes
32103,167.721,Non CMA,01,owned,330000,easy,female,10+,own,no,no
32128,101.181,Vancouver,06,rented,97500,difficult,female,4-5,rent,no,no
32141,769.369,Non CMA,01,owned,120000,neither,male,2-3,own,no,no
32146,159.331,Non CMA,01,owned,140000,difficult,female,1-2,rent,no,no
32166,10.064,Non CMA,03,rented,31000,neither,male,5-10,rent,no,no
32171,1136.721,Vancouver,04,owned,190000,neither,male,10+,rent,no,yes
32175,65.779,Other CMA,06,owned,95000,very easy,male,5-10,rent,no,yes
32188,268.814,Other CMA,05,owned,77500,very easy,female,2-3,own,no,no
32191,30.414,Non CMA,03,rented,87500,difficult,female,1-2,rent,no,no
32193,13.205,Non CMA,03,rented,17000,easy,female,1-2,own,no,no
32202,186.207,Other CMA,01,owned,160000,easy,female,10+,own,no,no
32206,275.301,Vancouver,05,rented,30000,neither,male,5-10,rent,no,no
32208,71.666,Non CMA,06,rented,45000,difficult,female,5-10,rent,no,no
32233,563.132,Other CMA,04,rented,55000,neither,male,<1,rent-free,no,no
32243,64.388,Non CMA,01,owned,80000,neither,male,10+,own,no,no
32260,667.981,Non CMA,05,owned,41000,easy,female,10+,rent,no,yes
32261,485.425,Non CMA,01,owned,280000,very easy,male,10+,own,no,no
32273,31.535,Other CMA,06,rented,24000,neither,female,5-10,rent,no,no
32295,206.724,Other CMA,01,owned,100000,difficult,female,5-10,own,no,no
32297,125.414,Vancouver,03,rented,21000,neither,female,10+,rent,yes,no
32301,135.565,Vancouver,05,rented,15500,neither,female,10+,rent,no,no
32307,1250.428,Vancouver,01,rented,36000,difficult,female,10+,rent-free,no,no
32310,13.534,Non CMA,02,rented,32000,neither,female,3-4,rent-free,yes,no
32316,850.416,Vancouver,02,owned,60000,easy,female,10+,own,no,no
32332,238.909,Vancouver,01,owned,240000,neither,male,10+,own,no,no
32344,161.966,Vancouver,06,rented,20000,very easy,male,2-3,rent,no,no
32364,739.073,Non CMA,01,owned,37000,very difficult,female,10+,rent,no,no
32365,1467.034,Vancouver,06,rented,460000,very easy,male,1-2,rent,yes,no
32370,81.491,Other CMA,06,rented,25000,difficult,female,<1,rent,no,no
32405,271.381,Other CMA,01,rented,100000,neither,male,5-10,own,no,no
32441,204.808,Vancouver,03,owned,95000,neither,male,5-10,rent,no,yes
32445,438.337,Non CMA,01,owned,170000,very easy,female,10+,own,no,no
32447,30.414,Non CMA,03,rented,60000,neither,female,5-10,own,no,no
32449,38.799,Non CMA,06,rented,19000,neither,female,4-5,rent,no,no
32454,348.421,Vancouver,05,owned,72500,neither,male,10+,own,no,no
32465,574.069,Vancouver,01,owned,220000,neither,female,10+,own,no,no
32480,663.488,Vancouver,01,owned,100000,very easy,male,5-10,own,no,no
